source,target,relation
YECNMI_T_RPHST,T000,requires
YECNMI_T_RPHST,YECNMI_T_RPHS,requires
YECNMI_T_RPRST,T000,requires
YECNMI_T_RPRST,YECNMI_T_RPRS,requires
ZWES_POST_LIMIT,T000,requires
ZWLB_STATUS_T,T000,requires
ZWLB_STATUS_T,ZWLB_STATUS,requires
YRDMM15_LTYPGR_T,YRDMM15_LTYPGR,requires
YECM_LES_WE_COC1,YECM_LES_WE_COCK,requires
YECM_LES_WE_COC1,T681A,requires
YECM_LES_WE_COC2,YECM_LES_WE_COCK,requires
YECM_LES_WE_COC2,T681A,requires
YECNMI_T_GPST,T000,requires
YECNMI_T_GPST,YECNMI_T_GPS,requires
YECNMI_T_PHASET,T000,requires
YECNMI_T_PHASET,YECNMI_T_PHASE,requires
YECNMI_T_PL2REG,T000,requires
YECNMI_T_PL2REG,YECNMI_T_REGION,requires
YECNMI_T_PL2REG,T001,requires
YECNMI_T_PRROLET,T000,requires
YECNMI_T_PRROLET,YECNMI_T_PRROLE,requires
ZDK3KX,T000,requires
YRDMM04_PRO125_D,T000,requires
/CRC/ALLGCUST,T000,requires
/CRC/ALLGCUST,/CRC/SETS,requires
ZWEI_BESTART_T,T000,requires
ZWEI_BESTART_T,ZWEI_BESTART,requires
ZWEI_REGION_LAND,ZWEI_REGION,requires
ZWEI_REGION_LAND,T005,requires
ZWEI_REGION_T,ZWEI_REGION,requires
VBZ01_T03,T000,requires
ZK011004,T000,requires
ZJDEBCS7SD,T000,requires
ZJDEBCS7SD,T001,requires
ZJDEBCS8SD,T000,requires
ZJDEBCS8SD,T001,requires
ZJDEBCS9SD,T000,requires
ZJDEBCS9SD,T001,requires
ZJDEBCSASD,T000,requires
ZJDEBCSASD,T001,requires
ZJDEBCSBSD,T000,requires
ZJDEBCSBSD,T001,requires
ZJDEBCSCSD,T000,requires
ZJDEBCSCSD,T001,requires
Y2L2003N,T134,requires
ZJDEKTTTCJ,T000,requires
ZJDEPROHCJ,T000,requires
ZJDEPRPSCJ,T000,requires
ZLSGC007,TVKO,requires
YRLW0145_T03,T000,requires
YRDTM08_FZSTATRF,T000,requires
ZWLB_GLOB_CNTPER,T000,requires
ZWLB_GLOB_CNTPER,TSAD3,requires
ZWLB_STATUS,T000,requires
Z6V0C1_LDWH02,T001,requires
Z6V0C1_LPROCMOVE,CKMLMV010,requires
Z6V0C1_LPROCMOVE,T156,requires
Z6V0C1_ORDBOEK,T001,requires
Z6V0C1_TARGET1EX,T001,requires
Z6V0C1_TOESBB,T001,requires
ZUVEXPREG,TVKO,requires
ZUVEXPREG,T005,requires
Z0S4T201,T000,requires
Z0S4T201,TBDLS,requires
Z0S4T203,T000,requires
Z0S4T204,T000,requires
Z0S4T205,T000,requires
Z0S4T207,T000,requires
Z0S4T209,T000,requires
Z0S4T211,T000,requires
Z0S4T216,T000,requires
Z0S4T217,T000,requires
Z0S4T221,T000,requires
Z0S4T228,T000,requires
/DBC/TDROPDWN1,T000,requires
/DBC/TDROPDWN1,/DBC/MODULE,requires
/DBC/TDROPDWN2,T000,requires
/DBC/TDROPDWN2,/DBC/MODULE,requires
/DBC/TDROPDWN3,T000,requires
/DBC/TDROPDWN3,/DBC/MODULE,requires
ZWEI_ERSTKZ,T000,requires
/DBC/TDROPDWN4,T000,requires
/DBC/TDROPDWN4,/DBC/MODULE,requires
/DBC/TDROPDWN5,T000,requires
/DBC/TDROPDWN5,/DBC/MODULE,requires
YEBS_CM01C,T005,requires
YEBS_CM01C,T042Z,requires
YEBS_CM01C,T037,requires
YEBS_CR_STRING,T001,requires
YEBS_CR_STRING,T012K,requires
YEBS_CR_STRING,YEBS_CR_MEMO_FLD,requires
YRDMM02_CAD009_W,T000,requires
YEU_RFB_BUTTONS,T000,requires
YEU_RFB_TXT,T000,requires
YRDTM02_MES_ART,T000,requires
YRDTM02_STEUER,T000,requires
YRDTM02_STEUER,TVTK,requires
ZJDEBCS2SD,T000,requires
ZJDEBCS2SD,T001,requires
YEU_SD_AHCWUE,T005,requires
YPDCAT_RAW_MAT,YPDCAT_TEXT_ID,requires
/BASF/AVIAVISTAT,T000,requires
/BASF/AVIAVISTAT,TJ20,requires
/BASF/AVI_PARAM,T000,requires
/BASF/AVI_PARAM,T161,requires
/BASF/AVI_PARAM,T024E,requires
/BASF/AVI_PARAM,T001,requires
/BASF/AVI_STATT,T000,requires
/BASF/AVI_TVTYPT,T000,requires
YRDSDWK0_AKTIV,T000,requires
YABT_CBDTC,T000,requires
YABT_CBDTC,YABT_CBDTCT,requires
YABT_CBDTC,T005,requires
YABT_CBDTCTT,T000,requires
YABT_CBDTCTT,YABT_CBDTCT,requires
ZWPS_CS_ORDER2,T000,requires
YPACKING_MATNR,T000,requires
YPACKING_MATNR,YPACKINGCODES_UN,requires
YRDSDWK0_DEFOB,T001,requires
Z0V1VSERG,T000,requires
Z0V1VSERG,T173,requires
ZDGFVO_TA,T000,requires
ZDGFVO_TA,ZDK3TA,requires
ZDGFVO_TA,THM063,requires
Z0S21035,T000,requires
Z0S21035,T001,requires
Z0S21035,Z0S21034,requires
YSRVBPCG_AVISTAT,T000,requires
YSRVBPCG_AVISTAT,YSRVBPCG_LGID,requires
YSRVBPCG_AVISTAT,TJ20,requires
ZDKPLPROZ_DELHTT,ZDKPLPROZ_DELHTP,requires
Z6V0C1_VERREKEN,T000,requires
Z6V0C1_VERREKEN,TCLA,requires
ZU07_EBIT_KALKT,T000,requires
ZU07_EBIT_KALKT,T001,requires
ZU07_EBIT_KALKT,ZU07_EBIT_KALK,requires
ZK112_NEW,T001,requires
ZK112_NEW,ZK110_NEW,requires
YRDMM02_LW0084_S,T000,requires
YRDMM02_LW0084_S,ZDGF_CUST_HS01,requires
YRDMM02_LW0084_W,T000,requires
YRDMM02_LW0084_W,ZDGF_CUST_HS01,requires
YRDD_EM_ZR_REL1,/SAPTRX/ASTOTYPE,requires
YRDD_EM_ZR_REL1,TVAK,requires
YRDD_EM_ZR_REL1,TVSB,requires
YRDD_EM_ZR_REL1,TVKO,requires
Z0S21036,T000,requires
Z0S21036,T024E,requires
Z0S21036,T161,requires
Z0S21036,Z0S21008,requires
ZK09SDPARA,T000,requires
ZK09SDPARA,TVAK,requires
ZDE_MAT_AGENT,T134,requires
ZDE_MAT_AGENT,ZDE_MAT_ACT,requires
ZDE_SD_T9V12,TVAK,requires
ZDE_SD_T9V12,TVLK,requires
ZDE_SD_T9V12,TVFK,requires
ZDE_SD_T9V14,TVAK,requires
ZDE_SD_T9V14,TVLK,requires
ZDE_SD_T9V14,TVFK,requires
ZDE_SD_T9V15,TVAK,requires
ZDE_SD_T9V15,TVFK,requires
ZDE_SD_T9V16,TVAK,requires
ZDE_SD_T9V18,TVAK,requires
ZI00_MOD_VBAUART,TVAK,requires
ZI14_SD_PRSFIND,TVKO,requires
ZI14_SD_PRSFIND,TVAK,requires
ZTR_EBNK_TCODES,ZTR_EBNK_TCODESA,requires
ZTR_EBNK_TCODES,ZTR_EBNK_SST,requires
ZTR_EBNK_TCODES,ZTR_EBNK_SSL,requires
Y2L2LO2044,T000,requires
Y2L2LO2044,TVAK,requires
/BASF/ZTEC_PWS_C,T000,requires
Z6V0PM_PRT_ORDER,T000,requires
Z0S20001,T000,requires
Z0S20001,T001,requires
Z0S20007,T000,requires
Z0S20007,T001,requires
Z0S20008,T000,requires
Z0S20008,T001,requires
YRDSDV1_GLCDC,T000,requires
YRDSDV1_GLCDC,T681A,requires
YRDSDV2_TDID,T000,requires
YRDSDV2_TDID,TTXOB,requires
YRDSDAH_AEB_VERS,T001,requires
Y2A2LW0344,T000,requires
Y2A2LW0344,T003O,requires
Y2A2LW0348_AUART,T000,requires
Y2A2LW0348_AUART,T003O,requires
Y2L2003,T134,requires
Y2L2PRO055,T003O,requires
YRDMM02_LO0676_M,T000,requires
YRDTM03_GZTL_EX,T000,requires
YRDTM03_GZTL_EX,THM017,requires
YEHS_DGSCHEMA,T000,requires
YEHS_DGSCHEMA,TVKO,requires
YEHS_DGSCHEMA,TDGB1,requires
YEHS_YC_CONTACT,T000,requires
YEHS_YC_CONTACT,T001,requires
YABT_EXCL_ACCESS,T681A,requires
YRDSD0_BUKRS,T001,requires
YRDSD0_NAST,TVKO,requires
YRDSD0_NAST,TVTW,requires
YDGR_LBL_SUPPRSS,T000,requires
YDGR_LBL_SUPPRSS,THM063,requires
YDGR_LBL_SUPPRSS,THM017,requires
YRDSDV2_LLIE,T681V,requires
YRDSDV2_LLIE,T681A,requires
YDGR_T_SUPPRESS,T000,requires
YRDSDV2_VDA_TRTY,TVTY,requires
ZU20X_ZMMA_T1,T000,requires
ZU20X_ZMMA_T1,TVKO,requires
ZDE_TNADS,T000,requires
ZDE_TNADS,TVKO,requires
ZDE_TNADS,TVTW,requires
ZDE_TNADS,T681A,requires
ZK111,T001,requires
ZK114,T001,requires
ZK114_NEW,T001,requires
Z6V0T1_CTS_RULES,TVKO,requires
Z6V0T1_CTS_RULES,TVTK,requires
Z6V0T1_CTS_RULES,T005,requires
Z6V0T1_CTS_RULES,TTGR,requires
Z6V0T1_LANDK,T005,requires
Z6V0PM_MAT_PCOND,T000,requires
Z6V0PM_MAT_PCOND,T134,requires
Z6V0PM_MAT_PCOND,TVKO,requires
Z6V0PM_MAT_PCOND,TVTW,requires
ZI32_MLBWG_ZBGMD,T000,requires
ZI32_MLBWG_ZBGMD,T156,requires
ZI32_MLBWG_ZBGMD,ZI32_ZBGMD,requires
ZI32_MLBWG_ZBGMD,CKMLMV010,requires
Z6V0PM_OR_AUART,T000,requires
Z6V0PM_OR_AUART,T003O,requires
Z6V0PM_TOBJ_ACT,T000,requires
ZWES_ERM_IF_KNAM,T000,requires
ZWES_ERM_IF_KNAM,T001,requires
ZWES_ERM_NOTFALL,T001,requires
ZWES_ERM_PATENT,T000,requires
ZDE_SD_T604U,T000,requires
ZDK3_ACC_VIEW2,T000,requires
ZDK3_ACC_VIEW2,T001,requires
ZDK3_ACC_VIEW2,T134,requires
ZDK3_ACC_VIEW2,T149D,requires
ZK112,T001,requires
ZK113,T001,requires
ZK117,T001,requires
ZK117_NEW,T001,requires
ZCH_VSB_MOT,TVSB,requires
ZCH_VSB_MOT,THM151,requires
ZCH_VSB_MOT,THM063,requires
ZDGF_CUST_GS01,T000,requires
YRDPM_TMS_STATUS,T000,requires
YRDPM_TMS_STATUS,TJ20,requires
YRDPM_WERK_AUART,T000,requires
YRDPM_WERK_AUART,T003O,requires
ZDE_SD_ZOLLST,T000,requires
ZDE_SD_ZOLLST,T005,requires
ZDE_SD_ZOLLST,TVSB,requires
ZDE_SD_ZOLLST,T618,requires
ZU20W_EISBE,T000,requires
Z0V1UWERKS,T000,requires
YEU_BG1_ID,T000,requires
ZWWB_ROLES,T000,requires
ZWWB_ROLES,/BASF/IT04_STSM,requires
ZWWB_ROLES,/BASF/IT04_STST,requires
ZWWB_ROLES,ZWEIPARTROLLE_A,requires
YCMPFNC,T001,requires
YABT_ACCESS,T681A,requires
ZWIN_KK_RULES,T000,requires
ZWIN_KK_RULES,ZWIN_KK_CONTENT,requires
ZWIN_KK_RULES,ZWIN_KK_CNTFIELD,requires
ZWIN_KK_RULES,ZWIN_KK_FORMULA,requires
YCBISIMPID,T000,requires
YCBISIMPID,T001,requires
YEHS_OUTP_TRM,T000,requires
YEHS_OUTP_TRM,TVKO,requires
/BWI/T002T,/BWI/T002,requires
/CRC/PARTNAKTIV,T000,requires
YRDMM02_T434P,T000,requires
YRDMM02_T434P,T149D,requires
YSRVBPCG_GRID,T000,requires
YSRVBPCG_GRID,T001,requires
YTMS_EQPLOC,T370T,requires
YTMS_INB_SHMT,T000,requires
YTMS_INB_SHMT,TVTK,requires
YTMS_INB_SHMT,TVSB,requires
YTMS_INB_SHMT,T005,requires
YTMS_SHEQTYPE,TVTK,requires
YTMS_SHEQTYPE,T173,requires
YTMS_SHEQTYPE,TVSB,requires
YTMS_SHEQTYPE,T370T,requires
ZDE_MAT_STATUS,T000,requires
ZDE_MAT_STATUS,T141,requires
YRDMM02_LW0084_U,T000,requires
YRDD_EM_ZR_REL2,/SAPTRX/ASTOTYPE,requires
YRDD_EM_ZR_REL2,TVTK,requires
/BASF/YGMDPCRULE,T134,requires
/BASF/YGMDPCRULE,T025,requires
ZU20X_ZMM01_T2,T000,requires
ZU20X_ZMM01_T2,T134,requires
ZU20X_ZMM01_T5,T000,requires
ZU20X_ZMM01_T6,T000,requires
ZU20X_ZMM01_T7,T000,requires
ZU20X_ZMM01_T7,T134,requires
ZI14_TAUFARTBW,T003O,requires
ZWES_AUSN_DLWF,T000,requires
ZWPS_SYSTEM,T000,requires
ZWPS_SYSTEM,TFACD,requires
YRDD_EM_ZR_LCL,TVSAK,requires
ZDE_MAT_START_WF,T000,requires
YTRMSCP,T000,requires
YTRMSCP,TVTK,requires
YTRMSCP,TVFT,requires
YTRMSCT,TVTK,requires
YTRMSCT,TVFT,requires
ZUWMPCA,T000,requires
ZUWMPD,T000,requires
ZV02_LEAD_DIV,T000,requires
ZV02_LEAD_DIV,TSPA,requires
YRDTM02_LO2152,T000,requires
YRDTM02_LO2152,TKA01,requires
ZI20_TNB_PARM,TKEB,requires
/BASF/AVI_GRID,T000,requires
/BASF/AVI_GRID,T001,requires
YRDMM01_LA1098,T161,requires
YRDMM01_LA1098,T024E,requires
YRDMM01_LA1098,T163,requires
YRDMM01_LO1735_W,T000,requires
YRDMM01_LO1735_W,T024E,requires
YRDMM01_BSW118,T003O,requires
YZCAPCEILING,T001,requires
ZWPS_HIER_STATUS,T000,requires
ZWPV_WFPROC,T000,requires
ZWPV_WFPROC,/BASF/IT02_900,requires
ZWPV_WFPROC,ZWEIPARTROLLE_A,requires
ZWPV_WFPROC,ZWPV_T_OUTPUT,requires
ZIR1_T_COLVL_EX,TKA01,requires
ZIR1_T_COLVL_EX,T001,requires
ZUS_BTCHTCKT_PLT,T000,requires
ZUS_BTCHTCKT_RNG,T000,requires
ZUS_EPC2E_KONTR,T000,requires
ZUS_EPC2E_XMLMAP,T000,requires
ZDK3_ACCVIEW_CTR,T000,requires
ZDK3_ACC_VIEW1,T001,requires
ZDK3_ACC_VIEW1,T025,requires
ZDK3_ACC_VIEW1,T149C,requires
ZWIN_KK_CONTACT,T000,requires
YRDD_EM_ZR_PARAM,/SAPTRX/ASTOTYPE,requires
ZI00_MOD_FKART,TVFK,requires
ZI00_MOD_KOKRS,TKA01,requires
ZI00_MOD_VTWEG,TVTW,requires
ZWIN_KK_ALIASBAU,T000,requires
/BASF/AVI_TLGIDT,T000,requires
YZMMACT,T001,requires
YZMMACT,T163K,requires
Z0S20002,T000,requires
Z0S20005,T000,requires
ZWIN_KK_CNTFIELD,T000,requires
ZWIN_KK_CNTFIELD,ZWIN_KK_CONTENT,requires
ZWIN_KK_CNTFIELD,ZWIN_KK_FIELDS,requires
ZWIN_KK_CNTFIELD,ZWIN_KK_CNTFIELD,requires
ZWIN_KK_CNTFIELD,ZWIN_KK_FORMULA,requires
ZWIN_KO_ATEXTT,T000,requires
ZWIN_KO_ATEXTT,ZWIN_KO_ATEXT,requires
Z0S21011,T000,requires
Z0S21013,T000,requires
Z0S21013,T681A,requires
Z0S21013,T001,requires
Z0S21013,TTXOB,requires
Z0S21034,T000,requires
Z0S21123,T000,requires
Z0S21123,T024E,requires
Z0S2CA0001,T000,requires
Z0S2CA0001,TEDST,requires
Z6V0PM_PRT_TYPE,T000,requires
ZUDOT,T000,requires
ZUSIDR,T000,requires
ZUS_EPC2E_CONST,T000,requires
ZUS_MAT_USAGE,T000,requires
ZUS_MAT_USAGE,TVKO,requires
ZUS_MODE_INCOTRM,TINC,requires
ZUS_TAGPIC,T000,requires
/BASF/YAUR_PRO_T,/BASF/YAUR_PRO,requires
/BASF/YAUR_TCODE,T000,requires
/BASF/YAUR_TCODE,/BASF/YAUR_PRO,requires
ZU07_EBIT_BUCH,T000,requires
ZU07_EBIT_BUCH,T001,requires
ZU07_EBIT_BUCH,TBSL,requires
ZU07_EBIT_BUCH,T004,requires
ZU07_EBIT_BUCH,TKA01,requires
ZU07_EBIT_KALK,T000,requires
ZU07_EBIT_KALK,T001,requires
YCBISGLACCT,T000,requires
YCBISGLACCT,T001,requires
ZTR_EBNK_SBUK,ZTR_EBNK_LID,requires
ZTR_EBNK_SBUK,ZTR_EBNK_SID,requires
ZTR_EBNK_TCODESA,ZTR_EBNK_SST,requires
ZTR_EBNK_TCODESA,ZTR_EBNK_SSL,requires
ZTR_EBNK_ZBANK,ZTR_EBNK_LID,requires
ZTR_EBNK_ZBANK,ZTR_EBNK_SID,requires
ZWES_AUSN_FI_WF,T000,requires
ZWES_AUSN_FI_WF,T001,requires
ZWES_ERM_KL,T001,requires
YRDMM16_LGTYBRND,T000,requires
YRDMM16_LGTYBRND,YRDMM16_LGNUM,requires
YRDSDV1_RTF_VSBM,T000,requires
YRDSDV1_RTF_VSBM,YRDSDV1_SGB_ST,requires
YRDSDV1_RTF_VSBM,TVSB,requires
ZDK3_ACCVIEW_CT1,T000,requires
ZDK3_ACCVIEW_CT1,T001,requires
ZDK3_ACCVIEW_CT1,T134,requires
ZDK3_ACCVIEW_CT1,T149D,requires
ZDE_MAT_ACT,ZDE_MAT_ACT_TAB,requires
YRDMM15_RF_ST_BW,YRDMM15_RF_TCODE,requires
YRDMM15_RF_ST_PL,YRDMM15_RF_TCODE,requires
YRDMM15_RF_TO_CO,T346,requires
ZI15_TZU,ZI15_TZUB,requires
ZI15_TZU,ZI15_TZUR,requires
ZI15_TZU,ZI15_TZUE,requires
ZI15_TZU,ZI15_TZUA,requires
YRDSDVM_VMIP,T000,requires
YRDSDWK0_DEFNOD,T000,requires
ZWIN_KK_APPLI_T,T000,requires
ZWIN_KK_APPLI_T,ZWIN_KK_APPLI,requires
ZWIN_KK_CONTENTT,T000,requires
ZWIN_KK_CONTENTT,ZWIN_KK_CONTENT,requires
ZWIN_KK_FORMULA,T000,requires
ZWIN_KK_FORMULA,ZWIN_KK_CONTENT,requires
ZWIN_KO_ADDRRMPT,T000,requires
ZWIN_KO_ADDRRMPT,ZWIN_KO_ADDRRMP,requires
YRDMM09_SETTINGC,T000,requires
YRDMM09_SETTINGC,YZDMRSTYPE,requires
ZWIN_KO_CLASST,T000,requires
ZWIN_KO_CLASST,ZWIN_KO_CLASS,requires
YRDSDWK0_VKL_FG,T001,requires
/BASF/IT04_STERM,T000,requires
/BASF/IT04_STERM,T024E,requires
/BASF/IT04_STERM,/BASF/IT04_STSM,requires
/BASF/IT04_STSMT,T000,requires
/BASF/IT04_STSMT,/BASF/IT04_STSM,requires
YSM_SUPP_CTR_PRM,YSM_SUPP_CTR,requires
YSM_SUPP_CTR_PRM,YSM_PARM,requires
YSM_USR_GRP,T005,requires
YSM_USR_GRP,YSM_SUPP_CTR,requires
ZK111_NEW,T001,requires
ZK113_NEW,T001,requires
ZK11ZQ01,T000,requires
ZK11ZQ02,T000,requires
ZK11ZQ03,T000,requires
ZK11ZQ04,T000,requires
ZK11ZQ05,T000,requires
YQM_QMIPF4,T000,requires
YQM_QMIPF4,TQ79,requires
YRDTM04_BVTYP,T000,requires
YRDTM04_BVTYP,T001,requires
YRDTM04_BVTYP,TVKO,requires
ZK11ZQ06,T000,requires
ZK11ZQ07,T000,requires
Y2L2002A,T000,requires
Y2L2002A,T001,requires
Y2L2002A,T003O,requires
YRDMM16_URSZEN_D,T000,requires
YRDMM16_URSZEN_D,YRDMM16_URSZEN,requires
ZK11ZQ08,T000,requires
ZK11ZQ09,T000,requires
ZK11ZQ10,T000,requires
ZK11ZQ11,T000,requires
YRDMMEP_ISOC_CAT,YRDMMEP_MATS_00,requires
YRDMMEP_MATS_00T,YRDMMEP_MATS_00,requires
/BWI/T003T,/BWI/T003,requires
YRDPM_ACTIV_USER,T000,requires
ZWGE_URL,T000,requires
ZWLB_PARAM,TBDLS,requires
ZWIN_AMC_PARAM,T000,requires
Z6V0C1_BS_FIELDS,T001,requires
ZWLB_STRAT_BEURT,T000,requires
ZWIN_KK_CONTENT,T000,requires
ZWIN_KO_ADDRRMP,T000,requires
ZWIN_KO_MESSAGE,T000,requires
Z6V0PM_CUST_CLAS,T000,requires
Z6V0PM_CUST_CLAS,T352B,requires
Z6V0PM_OR_DIP,T003O,requires
Z6V0PM_OR_DIP,T353I,requires
Z6V0PM_OR_DIP,TVKO,requires
ZDKPLPROZ_COND,T000,requires
YABT_CBDTCT,T000,requires
Z0S4T218,T000,requires
Z0S4TUSER,T000,requires
YRDSDV1_ROUTE1,T000,requires
YRDSDV1_ROUTE1,T005,requires
YRDSDV1_ROUTE1,TTGR,requires
YRDSDV1_ROUTE1,TLGR,requires
YRDTM01_BTCHMESS,T000,requires
YRDTM02_SHPMNT_T,T000,requires
YRDTM02_SHPMNT_T,TVKO,requires
YPACKINGCODES_UN,T000,requires
/BASF/TM02_ONMAP,T000,requires
/BASF/TM02_ONMAP,VTADD03,requires
/BASF/TM02_ONMAP,TVTK,requires
/BASF/TM02_RESP,T000,requires
/BASF/TM02_RESP,TINC,requires
/BASF/TM02_RESP,TVLK,requires
YRDMM04_BE_BEWV,T001,requires
YRDMM04_FESTWERT,T001,requires
Z0S21202F,T000,requires
Z0S21202F,TVKO,requires
Z0S21202F,Z0S21203,requires
Z0S21202F,Z0S21202G,requires
Z0S21202P,T000,requires
Z0S21202P,TVKO,requires
Z0S21202P,TPAR,requires
Z0S21202P,Z0S21203,requires
Z0S21202P,Z0S21202G,requires
Z0S21202T,T000,requires
Z0S21202T,TVKO,requires
Z0S21202T,Z0S21203,requires
Z0S21202T,Z0S21202G,requires
Z0S4T206,T000,requires
Z0S4T206,Z0S4T201,requires
Z0S4T206,Z0S4T205,requires
Z0S4T212,T000,requires
Z0S4T212,Z0S4T201,requires
Z0S4T212,Z0S4T205,requires
Z0S4T225,T000,requires
Z0S4T225,Z0S4T205,requires
YSRVBPCG_PARAM,T000,requires
YSRVBPCG_PARAM,T161,requires
YSRVBPCG_PARAM,T024E,requires
YSRVBPCG_PARAM,T001,requires
YSRVBPCG_PARAM,YSRVBPCG_LGID,requires
YSRVBPCG_PARAM,YSRVBPCG_VTYP,requires
YTMS_EM_FUN,YTMS_EM_FUN_DEFS,requires
YTMS_EM_FUN_DETL,YTMS_EM_FUN_DEFS,requires
YPRCT_PDUOM_T,YPRCT_PDUOM,requires
ZDK3PK,T000,requires
ZDK3PK,T134,requires
ZDK3PK,ZDK3SU,requires
ZDKPBSTATT,T000,requires
ZDKPBSTATT,ZDKPBSTAT,requires
ZDKPGGUNT,T000,requires
ZDKPGGUNT,ZDKPGGUN,requires
/BASF/GCIP_SBU,ZDKPPN,requires
YTMS_SITE_SHPT,YTMS_SITE_ID,requires
ZJNLPS01,ZZUSR02VAL,requires
ZJNLPS01,ZZUSR03VAL,requires
YRDSDAH_GTS_006,T000,requires
YRDSDAH_GTS_006,T001,requires
YRDSDAH_GTS_006,TVAK,requires
Z0S21062,T005,requires
Z0S21062,Z0S21008,requires
Z0S21062,T618,requires
/XPPM/CAR_C_OBJT,/XPPM/CAR_C_REOB,requires
ZDE_MAT_ACT_T,ZDE_MAT_ACT_TAB,requires
ZDE_MAT_ACT_T,ZDE_MAT_ACT,requires
YRDSDV1_CHK_SBU,T000,requires
YRDSDV1_CHK_SBU,TVKO,requires
YRDSDV1_CHK_SBU,TVAK,requires
YRDSDV1_CHK_SBU,ZDKPPN,requires
ZDE_BACO_WC_AUTO,T000,requires
ZDE_BACO_WC_AUTO,T001,requires
ZDE_BACO_WC_AUTO,T161,requires
ZDE_BACO_WC_AUTO,T163,requires
ZDE_BACO_WC_AUTO,/COCKPIT/CWC_ID,requires
ZDE_BACO_WC_PART,/COCKPIT/CPTYP,requires
ZDE_BACO_WC_PART,/COCKPIT/CWC_ID,requires
ZDE_BACO_WC_PART,TPAR,requires
ZDE_DEN1_LW0084S,T000,requires
ZDE_DEN1_LW0084S,ZDGF_CUST_HS01,requires
/BASF/ZTCCCUS02T,/BASF/ZTCCCUS02,requires
/BASF/ZTCCCUS03,T001,requires
/BASF/ZTCCCUS03,T024E,requires
/BASF/ZTCCCUS03,T161,requires
/BASF/ZTCCCUS03,T163,requires
/BASF/ZTCCCUS03,/BASF/ZTCCCUS02,requires
YRDSDV3_ABSPRA,T000,requires
/BASF/GHSC_OLD,T134,requires
ZDE_BACO_IWC,T000,requires
ZDE_BACO_IWC,/COCKPIT/CWC_ID,requires
YEU_TM_LZONEA,T000,requires
Z0S21054,T000,requires
Z0S21054,T001,requires
Z0S21054,T161,requires
Z0S21054,T163,requires
Z0S21083,T000,requires
Z0S21083,T001,requires
Z0S21083,T134,requires
Y2A2LO0231,T156,requires
Y4Q2LO0633_PRART,T000,requires
YRDSDV3_NUMKI6,T000,requires
YRDSDV3_NUMKI6,TVFK,requires
YRDSDV3_NUMKI6,TVKO,requires
YRDSDV3_NUMKI6,T005,requires
YRDSDV3_NUMKI7,T000,requires
YRDSDV3_NUMKI7,TVFK,requires
YRDSDV3_NUMKI7,TVKO,requires
YRDSDV3_NUMKI7,T005,requires
YEN_FI_RESAX1,T000,requires
YEN_FI_RESAX1,T001,requires
YEN_FI_RESAX2,T000,requires
YEN_FI_RESAX2,T001,requires
YEU_WM_RFCUST,T346,requires
YEU_TM_WA_CHECK,T000,requires
YRDSDV1_RPS_PA,TPAR,requires
YWT2,T156,requires
YWT3,T001,requires
YWT3,TSPA,requires
YRDTM06_MAEX_EXP,T606G,requires
YDGR_OUTPUT_FLDS,T000,requires
YRDTM06_BARCODE,T000,requires
YDGR_HPN_EX,T000,requires
YDGR_HPN_EX,THM063,requires
YDGR_HPN_EX,THM017,requires
ZJNDZTRMXX,T000,requires
ZJNDZTRMXX,T001,requires
YRDMM15_MTART,T134,requires
ZDE_WM_BYPASS_BW,T000,requires
Z6V0PM_MAME_C2S,T003O,requires
Z6V0PM_MAME_CUST,T003O,requires
Z6V0PM_MAME_CUST,T430,requires
Z6V0PM_MAME_CUST,TJ20,requires
Z6V0PM_MAME_CUST,T356A,requires
Z6V0PM_MAME_CUST,T356,requires
Z6V0PM_MAME_CUST,TCN00,requires
Z6V0PM_MAME_CUST,TVKO,requires
Z6V0PM_MAME_CUST,TVTW,requires
Z6V0PM_MAME_SERV,T003O,requires
Z6V0PM_MAME_SERV,TJ20,requires
ZDE_WM_BYPASS_SH,T000,requires
/BASF/GCIP_BOART,T6B1,requires
ZGB_WM_RF_PREFIX,T000,requires
ZI32_ZBGMD_T,ZI32_ZBGMD,requires
ZJ02COMENG,T001,requires
ZJ02HIERLZ,TKA01,requires
YRDAE01_ISDAKTIV,T000,requires
YRDAE01_ISDAKTIV,TVKO,requires
ZDE_WM_BYPASS_RL,T000,requires
ZDE_WM_BYPASS_RL,TVLK,requires
YRDSDV1_VKO_AUGR,TVKO,requires
ZDGF_CUST_HS03,T000,requires
ZAS0ASSGAC,T000,requires
ZAS0ASSGAC,TBSL,requires
ZJHU1001,T000,requires
ZJHU1001,TVKO,requires
ZJNDRESAX1,T000,requires
ZJNDRESAX1,T001,requires
ZJNDRESAX2,T000,requires
ZJNDRESAX2,T001,requires
ZKR_ETAX_DEVIAT,T000,requires
YRDSDAH_GTS_004,T000,requires
YRDSDAH_GTS_004,T001,requires
YRDSDAH_GTS_004,T161,requires
YRDSDAH_GTS_004,T163,requires
YRDSDAH_GTS_005,T000,requires
YRDSDAH_GTS_005,T001,requires
YRDSDAH_GTS_005,T156,requires
YRDSDAH_GTS_012,T000,requires
YRDSDAH_GTS_012,T001,requires
YRDD_EM_RAO_TGR,/SAPTRX/AOTYPES,requires
YRDD_EM_RAO_TGR,TTGR,requires
YRDD_EM_RAO_VSBD,/SAPTRX/AOTYPES,requires
