source,target,relation
FCLM_RCN_PROF_PL,FCLM_RCN_PROF,requires
FCLM_RCN_PROF_PL,T036,requires
FCLM_RCN_PROF,T037,requires
TRLC_DFT_ASSGN_B,TRLC_DFT_ASSGN_A,requires
TRLC_DFT_ASSGN_B,TRDC_DFLOWTYPE,requires
TRLC_DFT_ASSGN_K,TRLC_DFT_ASSGN_A,requires
TRLC_DFT_ASSGN_K,TRDC_DFLOWTYPE,requires
CTE_C_ROLLOUT_EX,TCURC,requires
/PLMF/BOOL_FALSE,T000,requires
/PLMF/BOOL_FALSE,/PLMF/SCEN,requires
/PLMF/BOOL_FALSE,/PLMF/SCENVS,requires
/PLMF/BOOL_TRUE,T000,requires
/PLMF/BOOL_TRUE,/PLMF/SCEN,requires
/PLMF/BOOL_TRUE,/PLMF/SCENVS,requires
TACE_RCLSFCTN,TACECOMP,requires
/PF1/T_XI_PODEF,T000,requires
/PF1/T_XI_PODEF,/PF1/T_CLAREA,requires
/PF1/T_XI_PODEF,/PF1/T_POTYPE,requires
/PLMF/FVM_OUT,T000,requires
/PLMF/FVM_OUT,/PLMF/SCEN,requires
/PLMF/FVM_OUT,/PLMF/SCENVS,requires
/PLMF/FVM_OUT,/PLMF/VMD,requires
/PLMF/VDR_L1,T000,requires
/PLMF/VDR_L1,/PLMF/SCENVS,requires
/PLMF/VDR_L1,/PLMF/DM_CL_VT,requires
/PLMF/VDR_L1,TJ20,requires
/PLMF/VDR_L1,TB003,requires
/PLMF/VDR_TRGOUT,T000,requires
/PLMF/VDR_TRGOUT,/PLMF/SCEN,requires
/PLMF/VDR_TRGOUT,/PLMF/SCENVS,requires
/PLMF/VDR_TRGOUT,/PLMF/DM_CL_VT,requires
PTWPROFILE,T399I,requires
PTWPROFILE,TVPG,requires
PTWPROFILE,T356A,requires
/PLMF/PV_L1,T000,requires
/PLMF/PV_L1,/PLMF/SCEN,requires
/PLMF/PV_L1,/PLMF/SCENVS,requires
/PLMF/PV_L1,/PLMF/DM_CL_PT,requires
/PLMF/PV_L1,T134,requires
/PLMF/PV_L1,TCLA,requires
/PLMF/PV_L1,TCC15,requires
/PLMF/PV_L1,TCUOS,requires
/PLMF/POL_CC2WC,T000,requires
/PLMF/POL_CC2WC,/PLMF/SCEN,requires
/PLMF/POL_CC2WC,/PLMF/SCENVS,requires
/PLMF/POL_CC2WC,/PLMF/DM_CL_POLT,requires
/PLMF/POL_CC2WC,/PLMF/DM_CL_CC,requires
/PLMF/POL_CC2WC,TQ17A,requires
SRF_RPG_CAT1,T000,requires
SRF_RPG_CAT1,SRF_RPG_ENT,requires
/PLMF/POL_L1,T000,requires
/PLMF/POL_L1,/PLMF/SCEN,requires
/PLMF/POL_L1,/PLMF/SCENVS,requires
/PLMF/POL_L1,/PLMF/DM_CL_POLT,requires
/PLMF/POL_L1,T134,requires
/PLMF/POL_L1,T411,requires
/PLMF/POL_L1,TBRG,requires
/PLMF/POL_L1,TCC15,requires
/PLMS/PEO_CC2WC,T000,requires
/PLMS/PEO_CC2WC,/PLMF/SCEN,requires
/PLMS/PEO_CC2WC,/PLMF/SCENVS,requires
/PLMS/PEO_CC2WC,/PLMF/DM_CL_POLT,requires
/PLMS/PEO_CC2WC,/PLMF/DM_CL_CC,requires
/PLMS/PEO_CC2WC,TQ17A,requires
/PLMS/PEO_L1,T000,requires
/PLMS/PEO_L1,/PLMF/SCEN,requires
/PLMS/PEO_L1,/PLMF/SCENVS,requires
/PLMS/PEO_L1,/PLMF/DM_CL_POLT,requires
/PLMS/PEO_L1,TDWA,requires
MMIM_C_BRCDSTG_I,T000,requires
MMIM_C_BRCDSTG_I,MMIM_C_BRCDSTG_H,requires
WLF_D_NRG_ASGN_C,T000,requires
WLF_D_NRG_ASGN_C,WLF_D_NRG,requires
WLF_D_NRG_ASGN_C,T001,requires
FINCS_RCLC_ADV1,T000,requires
FINCS_RCLC_ADV1,TF150,requires
FINCS_RCLC_ADV1,TF120,requires
FINCS_RCLC_ADV1,TF550,requires
FINCS_RCLC_ADV1,TF560,requires
CNV_PE_IF_CFGOPT,CNV_PE_IF,requires
CNV_PE_IF_CFGOPT,CNV_PE_IF_PAR,requires
/PLMF/SCENVS,T000,requires
/PLMF/SCENVS,/PLMF/SCEN,requires
/PLMF/SCENVST,T000,requires
/PLMF/SCENVST,/PLMF/SCEN,requires
/PLMF/SCENVST,/PLMF/SCENVS,requires
IDPT_A031,T000,requires
IDPT_A031,T001,requires
/PLMF/DM_CL_EICT,T000,requires
/PLMF/GIC_L1,T000,requires
/PLMF/GIC_L1,/PLMF/SCEN,requires
/PLMF/GIC_L1,/PLMF/SCENVS,requires
/PLMF/GIC_L1,/PLMF/DM_CL_GICT,requires
/PLMF/GIC_L1,T001W,requires
/PLMF/GIC_L1,TBRG,requires
/PLMF/GIC_L1,TCC15,requires
/SCWM/TSTOCK_DET,T000,requires
/SCWM/TSTOCK_DET,/SCWM/T300,requires
/SCWM/TSTOCK_DET,/SCWM/MD_GRP,requires
/SCWM/TSTOCK_DET,/SCWM/TACTTY,requires
/SCWM/TSTOCK_DET,/SCWM/TSTCKDETGR,requires
/PLMF/GIC_ST,T000,requires
/PLMF/GIC_ST,/PLMF/GIC_L1,requires
/PLMF/GIC_ST,/PLMF/DM_CL_SC,requires
/PLMF/GIC_ST,/PLMF/DM_CL_MC,requires
/PLMS/SVV_L1,T000,requires
/PLMS/SVV_L1,/PLMF/SCEN,requires
/PLMS/SVV_L1,/PLMF/SCENVS,requires
/PLMS/SVV_L1,/PLMF/DM_CL_ST,requires
/PLMS/SVV_L1,T134,requires
/PLMS/SVV_L1,T416,requires
/PLMS/SVV_L1,TBRG,requires
/PLMS/SVV_L1,T001W,requires
/PLMS/SVV_L1,/IAM/I_TYPE,requires
/PLMS/SVV_L1,TDWA,requires
/PLMS/SVV_L1,TDWS,requires
/PLMF/RTME,T000,requires
/PLMF/RTME,/PLMF/SCEN,requires
/PLMF/RTME,/PLMF/SCENVS,requires
SDAPMAPRRCAT,SDAPMAPRR,requires
/LTB/IFFPARAM_T,/LTB/IFFPARAM,requires
/LTB/TRHDRT,/LTB/TRHDR,requires
FITRC_ELPYMT_MAP,T000,requires
FITRC_ELPYMT_MAP,T001,requires
FITRC_ELPYMT_MAP,T004,requires
FITRC_ELPYMT_MAP,T003,requires
FITRC_ELPYMT_MAP,FITRC_ELPAYMTHD,requires
FITR_ELGLACTDS_T,T004,requires
FITR_ELGLACTDS_T,FITRC_ELGLACTDES,requires
FITR_ELPAYMTHD_T,T000,requires
FITR_ELPAYMTHD_T,FITRC_ELPAYMTHD,requires
/SMB/FILEVAR_BAK,T005,requires
THXC_HR_PROFL,THXTS_HDG_SCEN,requires
THXC_HR_PROFL,THXEC_EFF_TMET,requires
THXC_HR_PROFL,FTBC_HDG_CALC,requires
THXC_HR_PROFL,THXC_HR_PROFL,requires
TF103A,T000,requires
TF103A,TF120,requires
TF103A,TF103,requires
FINCS_TF570,T000,requires
FINCS_TF570,TF150,requires
FINCS_TF570,TF200,requires
FINCS_TF570,FCCXC_TASK,requires
FINCS_TF570,TF500,requires
FARRIC_SO_MBP,T000,requires
FXU_ODATA_CHKTPT,FXU_ODATA_CHK_TP,requires
DIFC_LOT_EXTERN,T000,requires
DIFC_LOT_EXTERN,T001,requires
TWCBTXTGRPT,TWCBTXTGRP,requires
LOGBR_REINF,T000,requires
LOGBR_REINFT,T000,requires
LOGBR_REINFT,LOGBR_REINF,requires
SAFT_PTC_DISC,T000,requires
SAFT_PTC_DISC,T001,requires
SAFT_PTC_PAYMECH,T000,requires
SAFT_PTC_PAYMECH,T001,requires
SAFT_PTC_PAYMECH,T042Z,requires
LOGBR_ABRASF,T000,requires
LOGBR_ABRASFT,T000,requires
LOGBR_ABRASFT,LOGBR_ABRASF,requires
TFK8250A,TFK8250,requires
TFK8245K,T000,requires
TFK8245K,TFK8245,requires
TFK8245K,TCURC,requires
TFK8245R,T000,requires
TFK8245R,TFK8245K,requires
TFK8245T,T000,requires
TFK8245T,TFK8245,requires
LOGBR_SIT_ACCDET,T000,requires
LOGBR_SIT_ACCDET,T004,requires
LOGBR_SIT_ACCDET,T025,requires
CRMC_DISTCHAN,T000,requires
TFK000U,T000,requires
TFK000U,TCURC,requires
J_1BAMH_C,T000,requires
J_1BAMH_C,J_1BAMIT_C,requires
J_1BAMH_CT,J_1BAMH_C,requires
J_1BAMIT_C,T000,requires
J_1BAMIT_C,J_1BITEMTYPES,requires
J_1BAMIT_CT,J_1BAMIT_C,requires
/SCWM/TQDEFVAL,T000,requires
/SCWM/TQDEFVAL,QIE_IDOC_NR,requires
/SCWM/TQDEFVAL,QIE_DCOD_BUND,requires
/SCWM/TQDEFVALWH,T000,requires
/SCWM/TQDEFVALWH,QIE_IDOC_NR,requires
/SCWM/TQDEFVALWH,QIE_DCOD_BUND,requires
SAFT_PTC_TAXOACC,T000,requires
SAFT_PTC_TAXOACC,T001,requires
SAFT_PTC_TAXOACC,T004,requires
TF695A,T000,requires
TF695A,TF212,requires
TF695A,TF120,requires
TF695A,TF100,requires
TF695A,TF110,requires
TF695A,TF115,requires
TF699,T000,requires
TF699,TF212,requires
TF699,TF120,requires
TF699,TF100,requires
PRF_C_PACTN_MAP,T000,requires
PRF_C_PACTN_MAP,PRF_C_POWL_ACTN,requires
PRF_C_POWL_ACTN,T000,requires
SNC_NO_GRP_COD,T000,requires
SNC_NO_GRP_COD,T001,requires
SNC_NO_GRP_COD,T004,requires
TPSL_C04,TKEB,requires
TPSL_C04CC,TVGA,requires
TPSL_C05,TKEB,requires
TPSL_C05,T156,requires
TPSL_C05,TKEFE,requires
TPSL_C06,TKEB,requires
TPSL_C06,TPSL_C03,requires
TPSL_C06,T006,requires
TPSL_C07,TKEB,requires
/SCMB/LOC_BEGRU,T000,requires
J_1UF_VAT_OPTYPE,T001,requires
CVP_EOPARV,T000,requires
CVP_EOPARV,LRM_T_OC_RG,requires
FICODIANI_FORMAT,T000,requires
FITDKW_FSCLINST2,T000,requires
FITDKW_FSCLINST2,FITDKWC_FSCDEF2,requires
FITDKW_FSCLINST2,T011,requires
FITDKW_FSCLINST2,FITDKW_FSCLINES2,requires
FITDKW_FSCNODES2,T000,requires
FITDKW_FSCNODES2,FITDKWC_FSCDEF2,requires
FITDKW_FSCNODES2,T011,requires
FITDKW_FSCNODES2,FITDKW_FSCLINES2,requires
FITDKW_FSCSUBNOD,T000,requires
FITDKW_FSCSUBNOD,FITDKWC_FSCDEF2,requires
FITDKW_FSCSUBNOD,T011,requires
FITDKW_FSCSUBNOD,FITDKW_FSCLINES2,requires
FITDKWC_FSCDEF2,T000,requires
FITDKWC_FSCDEF2,T011,requires
FITDKW_FSCLINES2,T000,requires
FITDKW_FSCLINES2,FITDKWC_FSCDEF2,requires
FITDKW_FSCLINES2,T011,requires
OICQST,T000,requires
OICQST,OICQS,requires
SIPT_SI_FI,T003,requires
SIPT_SI_SD,TVFK,requires
COD_C_IOM_CSC,IAOM_CSCENARIO,requires
TBACC_BAS_TYPE_D,T000,requires
TBACC_BAS_TYPE_D,TBACC_BAS_TYPE,requires
TBACC_BAS_TYPE_D,TW56,requires
TOEC_SOURCE_T,TOEC_SOURCE,requires
ACCRCUST,T001,requires
ACCRCUST,T003,requires
FPRL_CCODE_ACT,T000,requires
FPRL_CCODE_ACT,T042B,requires
CVP_EOPAPP,T000,requires
CVP_EOPARVT,CVP_EOPARV,requires
CVP_EOPNOERPLH,T000,requires
CVP_EOPNOERPLHT,T000,requires
CVP_EOPNOERPLHT,CVP_EOPNOERPLH,requires
CVP_EOPNOERPLR,T000,requires
CVP_EOPNOERPLR,CVP_EOPNOERPLH,requires
CVP_EOPNOERPLF,T000,requires
CVP_EOPNOERPLF,CVP_EOPNOERPLH,requires
TOEC_CLASS_T,TOEC_CLASS,requires
/PLMI/PPE_CUS_GS,/PLMI/PPE_C_PF,requires
RTG_MANU_PROC_T,RTG_MANU_PROC,requires
TDRVLVL,T000,requires
TDRVLVL,T134,requires
/PLMI/DIR_DOCTYP,TDWA,requires
TIVXCNLWOZMT,T006,requires
TIVXCNLWOZMT,TIVBDCHARACT,requires
/SRMSMC/C_CLSTYP,T000,requires
TSITE_WRF3,T000,requires
TSITE_WRF3,T001W,requires
TSITE_WRF3,T023,requires
IDEU_ACCOUNT_MAP,T000,requires
IDEU_ACCOUNT_MAP,T001,requires
IDEU_ACCOUNT_MAP,T003,requires
IDEU_TAX_MAP,T000,requires
IDEU_TAX_MAP,T005,requires
TSITE_WRF6,T000,requires
TSITE_WRF6,T001W,requires
TSITE_WRF6,T023,requires
TSITE_WRF6,TWSS,requires
TSITE_WRF6,TWRPP,requires
TSITE_WRF6,TWPIS,requires
TSITE_WRF6,T189,requires
CMC_DS_IDTYPE_T,CMC_DS_IDTYPE,requires
CRMS4C_BTMF_PRVT,CRMS4C_BTMF_PRV,requires
CRMS4C_BTMF_PR_T,CRMS4C_BTMF_PR,requires
CRMC_FICA_PROF,T000,requires
CRMC_FICA_PROF_T,T000,requires
CRMC_FICA_PROF_T,CRMC_FICA_PROF,requires
CRMC_FUZZY_CUST,T000,requires
CRMC_GPM_CM,CRMD_KW_TEMPL,requires
CRMC_HANA_PROF,T000,requires
CRMC_ICBPLTXTS_T,T000,requires
CRMC_ICBPLTXTS_T,CRMC_ICBPLTXTS,requires
CRMC_ICM_BPCLAS,CRMC_ERMS_CAT_AA,requires
CRMC_ICM_BPCLAS,CRMC_BP_CLCAT,requires
CRMC_ICM_MAT_HCT,CRMC_ICM_MAT_HC,requires
CRMC_ICM_MAT_IRT,CRMC_ICM_MAT_IR,requires
CRMC_ICM_MAT_RL,CRMC_ICM_MAT_IR,requires
CRMC_ICM_MAT_RL,CRMC_ICM_MAT_SR,requires
CRMC_ICM_MAT_SRT,CRMC_ICM_MAT_SR,requires
CRMC_ICM_PHOTOS,CRMD_KW_TEMPL,requires
CRMC_ICPLAPPS_T,T000,requires
CRMC_ICPLAPPS_T,CRMC_ICPLAPPS,requires
CRMC_IC_BPMUL_BP,T000,requires
CRMC_IC_BPMUL_BP,TB001,requires
CRMC_IC_BPMUL_BP,TB004,requires
CRMC_IC_BPMUL_PF,CRMC_IC_BPMUL_ID,requires
CRMC_IC_BPMUL_RE,CRMC_IC_BPMUL_ID,requires
CRMC_IC_BPMUL_RE,TBZ9,requires
CRMC_IC_BPMUL_RE,TB004,requires
CRMC_IC_BPMUL_ST,CRMC_IC_BPMUL_ID,requires
CRMC_IC_BPMUL_ST,CRMC_UI_COMP,requires
CRMC_IC_BPMUL_ST,CRMC_IC_BPDEFCO,requires
CRMC_IC_BPMUL_ST,TB001,requires
CRMC_IC_BPMUL_ST,TB004,requires
CRMC_IC_FW_PRFT,CRMC_IC_FW_PRF,requires
CRMC_IC_FW_UI_NV,CRMC_IC_FW_PRF,requires
CRMC_IC_WCCHAT,CRMC_IC_WCNT,requires
CRMC_IC_WCCN,CRMC_IC_WCNT,requires
CRMC_IC_WCCN,CRMC_IC_CSWPROF,requires
CRMC_IC_WCDNIS,CRMC_IC_WCNT,requires
CRMC_IC_WCEMAIL,CRMC_IC_WCNT,requires
CRMC_INCOTERM,T000,requires
CRMC_ISU_GROUP_T,T000,requires
CRMC_ISU_GROUP_T,CRMC_ISU_GROUP,requires
CRMC_ISU_HSS_PA,CRMC_ISU_HSS_PR,requires
CRMC_ISU_HSS_PA,CRMC_ISU_HSS_SO,requires
CRMC_ISU_HSS_PRT,CRMC_ISU_HSS_PR,requires
CRMC_ISU_HSS_QS,CRMC_ISU_HSS_SO,requires
CRMC_ISX_PP_VTA,TCURC,requires
CRMC_ISX_PRV_PR,T000,requires
CRMC_IUIL_OBJPRO,CRMC_GIL_COMP,requires
CRMC_IU_CPDS_HT,CRMC_IU_CPDS_H,requires
CRMC_IU_IR_PDS_T,CRMC_IU_IR_PDS,requires
CRMC_IU_PR_CONF,T000,requires
CRMC_IU_PR_CONF,CRMC_IU_PR_PROF,requires
CRMC_IU_PR_CONF,CRMC_IU_PR_DEF,requires
CRMC_MAINT_PROFT,CRMC_MAINT_PROF,requires
CRMC_MKP_CHAN_T,CRMC_MKP_CHAN,requires
CRMC_MKP_OPT_T,CRMC_MKP_OPT,requires
CRMC_MKP_ORIGN_T,CRMC_MKP_ORIGN,requires
CRMC_OBJLINKPF_D,T000,requires
CRMC_OBJLINKPROF,T000,requires
CRMC_OBJLINKPROF,CRMC_OBJLINKPF_D,requires
CRMC_OBJLINKPROF,CRMC_OBJLINKTY_D,requires
CRMC_OBJLINKP_T,T000,requires
CRMC_OBJLINKP_T,CRMC_OBJLINKPF_D,requires
CRMC_OBJLINKTYPE,CRMC_OBJLINKTY_D,requires
CRMC_OBJLINKTYPE,CRMC_UI_DC_PARAM,requires
CRMC_OBJLINKT_T,CRMC_OBJLINKTY_D,requires
CRMC_OBJREF,CRMC_OBJREF_PF,requires
CRMC_OBJREF_PF_T,CRMC_OBJREF_PF,requires
ARUN_SORG,T000,requires
ARUN_SORG,ARUN_SORG_W,requires
ARUN_SOVA,T000,requires
ARUN_SOVA,ARUN_SORG,requires
CRMC_THTMLB_SKIN,T000,requires
CTCET_TAXCLASS,T005,requires
CTCET_TAXCLASS,TB070,requires
CTCET_TAXCLASS,TSKM,requires
DFKKCJ_CHDSK_EX,DFKKCJ_OFFIC_EX,requires
DFKKCJ_CHDSK_EX,DFKKCJ_OFFIC,requires
DFKKCJ_CHDSK_EX,DFKKCJ_CHDSK,requires
DFKKCJ_CHDSK_EX,T001,requires
DFKKCJ_CHDSK_EX,T012K,requires
DFKK_SEPA_XSLT,T000,requires
DFKK_SEPA_XSLT_T,DFKK_SEPA_XSLT,requires
DMS_VWRPRF_ACTNS,DMS_VWRPRF_USAGE,requires
EAM_OSTATUSACT,T000,requires
EAM_OSTATUSACT,EAM_OSTPROF,requires
EAM_OSTATUSACT,EAM_OSTAT,requires
EAM_OSTATUSACT,EAM_OSTATEVT,requires
FCOC_COPA_EX_N,T000,requires
FCOC_COPA_EX_N,T004,requires
FIESSII_COCODE,T001,requires
FIESSII_TAXPROC,T683,requires
FIESSII_TAXPROC,T687,requires
FINSC_SIS_SPLVAL,FINSC_SIS_PROJ,requires
FINSTF_MIG_BANK,T607B,requires
FINSTF_MIG_DOC,T607D,requires
FINSTF_MIG_DOC,TLCT_DOC_TYPE,requires
FKKUA_VRIKEY_C,T001,requires
FKKUA_VRIKEY_C,TFK056A,requires
FKK_KR_EMSG1_C,T005,requires
FKK_KR_EMSG2_C,T005,requires
FKK_KR_EMSG2_C,TFK042Z,requires
FSH_AG_MTY,FSH_ARUN_ARULE,requires
FSH_AG_MTY,FSH_BSRE,requires
FSH_AG_MTY,FSH_ARUN_LVID,requires
FSH_AG_MTY,FSH_ARCP,requires
FSH_AG_MTY,FSH_REPA_WB,requires
FSH_ARCO,T000,requires
FSH_ARCO,FSH_BSRE,requires
FSH_ARCO,FSH_BDRE,requires
FSH_ARCO,FSH_REPA,requires
FSH_ARCO,FSH_FIST,requires
FSH_ARCO,FSH_SORG_W,requires
FSH_ARCO,FSH_GRRG_W,requires
FSH_ARCO,FSH_ASRG,requires
FSH_ARCO,FSH_LFRE,requires
FSH_ARCO,FSH_LORE,requires
FSH_ARCO,FSH_ARUN_ARULE,requires
FSH_ARULE_CA,T000,requires
FTBCVA_ADDONFACT,TZPA,requires
GEFC_ACTN_PARAT,T000,requires
GEFC_ACTN_PARAT,GEFC_ACTION_PARA,requires
GEFC_BO,GEFC_EXTENSION,requires
GEFC_GEO_ACTION,GEFC_GEO,requires
GEFC_GEO_MACT_AS,T000,requires
GEFC_GEO_MACT_AS,GEFC_GEO,requires
GEFC_GEO_MACT_AS,GEFC_MASS_ACTION,requires
GEFC_LOCATOR,GEFC_SVC_SERVER,requires
GEFC_LOCATOR,GEFC_IMAGE_PATH,requires
GEFC_LOCATORT,T000,requires
GEFC_LOCATORT,GEFC_LOCATOR,requires
GEFC_MASACT_PARA,T000,requires
GEFC_MASACT_PARA,GEFC_MASS_ACTION,requires
GEFC_MASACT_PART,T000,requires
GEFC_MASACT_PART,GEFC_MASACT_PARA,requires
GEFC_MASS_ACTNT,T000,requires
GEFC_MASS_ACTNT,GEFC_MASS_ACTION,requires
GEFC_RFLACT_PARA,T000,requires
GEFC_RFLACT_PARA,GEFC_RFL_ACTION,requires
GEFC_RFLACT_PART,T000,requires
GEFC_RFLACT_PART,GEFC_RFLACT_PARA,requires
GEFC_RFL_ACTIONT,T000,requires
GEFC_RFL_ACTIONT,GEFC_RFL_ACTION,requires
GEFC_RFL_ACTN_AS,T000,requires
GEFC_RFL_ACTN_AS,GEFC_RFL,requires
GEFC_RFL_ACTN_AS,GEFC_RFL_ACTION,requires
LCM_CINTCONTYPET,LCM_CINTCONTYPE,requires
LCM_CLTREMTYPET,LCM_CLTREMTYPE,requires
MPE_NF_PROF01,MPE_NF_PROFILE,requires
OFNUM_IT_1,T001,requires
OFNUM_IT_1,DOCCLSS,requires
OPP_COND_MAPPING,T000,requires
OPP_COND_MAPPING,T683,requires
RTST_C_OP_BASICS,RTST_C_SCHEME,requires
SIPT_SDT_OBD,T000,requires
SIPT_SDT_OBD,TVLK,requires
TFK059BRAC,T000,requires
TFK059BRAC,T005,requires
TFK059BRAC,T059Q,requires
TFK059BRAC,TFK059QE,requires
TFK059BRAC,TCURC,requires
TFK2602S,TFK2602,requires
TFK2602S,TFK2605C,requires
TFK2639,TFK2670,requires
TFK2660,TFK2602,requires
TFK8200BEV,TFK8200B,requires
TFK8211EV,TFK8211,requires
TFKDPR_PRTY,TFKDPR_APPOBJ,requires
TFKDPR_PRTY_CUST,TFKDPR_APPOBJ,requires
CRMC_AUART_COPY,CRMC_PROC_TYPE,requires
CRMC_AUI_MAINCAT,T000,requires
CRMC_AUI_MAINCTT,T000,requires
CRMC_AUI_MAINCTT,CRMC_AUI_MAINCAT,requires
CRMC_AUI_PRO_CAT,T000,requires
CRMC_AUI_PRO_CAT,CRMC_AUI_PROFILE,requires
CRMC_AUI_PRO_CAT,CRMC_AUI_MAINCAT,requires
CRMC_BILP_TYPL_T,T000,requires
CRMC_BILP_TYPL_T,CRMC_BILP_TYPL,requires
CRMC_BP_CM,T000,requires
CRMC_BP_CM,CRMD_KW_TEMPL,requires
CRMC_CHKLST_OPTT,CRMC_CHKLST_OP,requires
CRMC_CHKLST_PF_T,CRMC_CHKLST_PF,requires
CRMC_CHKLST_ST,CRMC_IT_TYPE_US,requires
CRMC_CHKLST_ST,CRMC_ITEM_TYPE,requires
CRMC_CHKLST_ST_T,CRMC_CHKLST_ST,requires
CRMC_CHKL_APART,CRMC_PARTNER_FCT,requires
CRMC_CHKL_APART,CRMC_ER_SM_PROF,requires
CRMC_CHKL_APARTT,CRMC_CHKL_APART,requires
CRMC_CHKL_A_TRIG,CRMC_CHKLST,requires
CRMC_CHKL_A_TRIG,CRMC_CHKLST_ST,requires
CRMC_CHKL_A_TRIG,CRMC_CHKL_TRIG,requires
CRMC_CHKL_LINKS,CRMC_UI_LLINK,requires
CRMC_CHKL_LINK_F,CRMC_UI_LLINK,requires
CRMC_CLCL_CLPF,CRMC_CHKLST,requires
CRMC_CLCL_CLPF,CRMC_CHKLST_PF,requires
CRMC_CLOP_CLST,CRMC_CHKLST_OP,requires
CRMC_CLOP_CLST,CRMC_CHKLST_ST,requires
CRMC_CLST_CLCL,CRMC_CHKLST,requires
CRMC_CLST_CLCL,CRMC_CHKLST_ST,requires
CRMC_CLST_CLCL,CRMC_PARTNER_FCT,requires
CRMC_CLST_CLCL,CRMC_ER_SM_PROF,requires
CRMC_CMDC_NOTES,CRMC_PROC_TYPE,requires
CRMC_CMDC_PROC,CRMC_PROC_TYPE,requires
CRMC_CMDC_PTYPE,CRMC_PROC_TYPE,requires
CRMC_CMDC_SREA,CRMC_TQ15,requires
CRMC_CMDC_SREA,CRMC_QPGR,requires
CRMC_CMDC_SREA,CRMC_QPCD,requires
CRMC_CMDC_SREA,CRMC_PROC_TYPE,requires
CRMC_CMG_CASETYP,SCMGCASETYPE,requires
CRMC_CMG_CASETYP,CRMC_CMG_CLPRF,requires
CRMC_CMG_CLTXS,CRMC_CMG_CLPRF,requires
CRMC_CMG_CLTXS,CRMC_PROC_TYPE,requires
CRMC_COMPL_HEAD,CRMC_PR_ASSIGN,requires
CRMC_DISP_TEXTT,T000,requires
CRMC_DISP_TEXTT,CRMC_DISP_PROF,requires
CRMC_DLV_PRIO_T,T000,requires
CRMC_DLV_PRIO_T,CRMC_DLV_PRIO,requires
CRMC_DQA_KPI,T000,requires
CRMC_DQA_STEPKPI,T000,requires
CRMC_DQA_STEPKPI,CRMC_DQA_KPI,requires
CRMC_DQA_STEPKPI,CRMC_DQA_STEP,requires
CRMC_DQA_STEPKPI,TJ30,requires
CRMC_EDRINV_PER,CRMC_UI_PROFILE,requires
CRMC_EDR_QRY_PT,CRMC_UI_PROFILE,requires
CRMC_EIC_AUTH_PT,T000,requires
CRMC_EIC_AUTH_PT,CRMC_EIC_AUTH_PR,requires
CRMC_ENTRYASSI_P,CRMC_ENTRYASSI_D,requires
CRMC_ENTRYASSI_P,CRMC_OBJLINKTY_D,requires
CRMC_ENTRYASSI_T,CRMC_ENTRYASSI_D,requires
CRMC_ERMSCAT_LBT,CRMC_ERMS_CAT_LB,requires
CRMC_ESHA_BO_T,CRMC_ESHA_BO,requires
CRMC_ESHA_OBJ,CRMC_ESHA_BO,requires
CRMC_FICA_FLEXI,CRMC_FICA_PROFIL,requires
CRMC_FICA_PROFIT,T000,requires
CRMC_FICA_PROFIT,CRMC_FICA_PROFIL,requires
CRMC_FICA_REFILL,T000,requires
CRMC_FICA_REFILL,CRMC_FICA_PROFIL,requires
CRMC_FICA_REFILL,TCURC,requires
CRMC_FICA_REFILL,CRMC_ISX_PP_VTA,requires
CRMC_FICA_VIEWPR,T000,requires
CRMC_FICA_VIEWPR,CRMC_FICA_PROFIL,requires
CRMC_FWAG_COPY,CRMC_PROC_TYPE,requires
CRMC_GPM_PDP,T000,requires
CRMC_GPM_PDP,CRMC_GPM_PRTYP,requires
CRMC_GPM_PDP,CRMC_PARTNER_PDA,requires
CRMC_GPM_PFC_BW,CRMC_PARTNER_FCT,requires
CRMC_GRM_FIN_EX,CRMC_ITEM_TYPE,requires
CRMC_ICM_MAT_RLT,CRMC_ICM_MAT_RL,requires
CRMC_ICM_MSK_SCT,CRMC_ICM_MASK,requires
CRMC_ICM_SRCSEQ,CRMC_ICM_SRCAPPL,requires
CRMC_IC_APCOMP,CRMC_IC_FW_PRF,requires
CRMC_IC_BPCODETA,CRMC_IC_BPIDENT,requires
CRMC_IC_BPCODETA,CRMC_IC_BPDEFCO,requires
CRMC_IC_BPMUL_BR,TB003,requires
CRMC_IC_BPMUL_OB,CRMC_IC_BPDEFCO,requires
CRMC_IC_BPMUL_RR,TB003,requires
CRMC_IC_BPREL,CRMC_IC_BPIDENT,requires
CRMC_IC_BPREL,TBZ9,requires
CRMC_IC_BPREL,TB004,requires
T006EER,T000,requires
T006EER,T005,requires
T006EER,T006EE,requires
TCRM_EWA_EL_ORCM,T000,requires
TCRM_EWA_EL_ORCP,T000,requires
TWRF2,T000,requires
TWRF2,T001W,requires
TWRF2,T001,requires
TWRF2,TVKO,requires
TWRF2,TVTW,requires
TWRF2,TSPA,requires
TWRF2,TWRF3,requires
TWRF2,T024E,requires
TWRF2,TB001,requires
TWRF2,TB003G,requires
/IBX/CT_ALV_TOOL,/IBX/C_ALV_TOOL,requires
/IBX/CT_RUN_TYPE,T000,requires
/IBX/CT_RUN_TYPE,/IBX/C_RUN_TYPE,requires
/IBX/C_AGGR_GRAN,/IBX/C_AGGR_ID,requires
/IBX/C_AGGR_GRAN,/IBX/C_AGGR_CMOD,requires
